newCar,08:53,I-CV10-08,I-N340-07,86,fastest
newCar,22:27,I-AP7-01,I-CV10-03,114,shortest
newCar,11:07,I-AP7-04,I-CV10-04,86,shortest
newCar,11:46,I-CV10-04,I-CS22-04,105,smartest
newCar,16:05,I-N340-03,I-CS22-04,111,smartest
newCar,10:15,I-N340-09,I-CS22-04,101,smartest
newCar,10:58,I-CS22-03,I-CV10-03,101,fastest
newCar,21:48,I-CV10-07,I-AP7-03,118,fastest
newCar,12:47,I-CV10-05,I-AP7-01,92,shortest
newCar,19:06,I-CV10-04,I-N340-05,90,shortest
newCar,13:28,I-CV10-02,I-N340-09,113,fastest
newCar,14:52,I-N340-02-AP7-02,I-CV10-05,91,shortest
newCar,10:30,I-N340-02-AP7-02,I-CV10-10,120,fastest
newCar,12:07,I-CV10-10,I-CS22-02,118,fastest
newCar,18:22,I-CV10-03,I-CS22-03,87,fastest
newCar,16:19,I-CV10-05,I-CS22-02,104,fastest
newCar,12:16,I-N340-01,I-CV10-07,98,smartest
newCar,20:02,I-CS22-02,I-CV10-10,80,fastest
newCar,23:34,I-CS22-04,I-CS22-01,81,fastest
newCar,11:11,I-N340-01,I-AP7-04,120,smartest
newCar,21:06,I-CV10-08,I-CV10-06,111,fastest
newCar,15:42,I-CV10-01,I-N340-06,101,fastest
newCar,10:25,I-AP7-01,I-CV10-04,97,shortest
newCar,18:19,I-CS22-04,I-N340-07,101,fastest
newCar,23:57,I-CV10-08,I-N340-01,107,smartest
newCar,12:40,I-CV10-09,I-CV10-07,99,shortest
newCar,18:48,I-N340-02-AP7-02,I-CV10-05,95,smartest
newCar,12:56,I-CV10-03,I-CS22-04,83,fastest
newCar,16:10,I-N340-03,I-CV10-10,118,fastest
newCar,13:01,I-N340-09,I-AP7-03,109,smartest
newCar,14:24,I-CS22-01,I-N340-01,114,shortest
newCar,11:49,I-N340-09,I-N340-01,104,smartest
newCar,23:13,I-CV10-03,I-CS22-01,81,fastest
newCar,14:59,I-CV10-02,I-AP7-04,85,fastest
newCar,12:06,I-N340-01,I-CV10-03,102,fastest
newCar,19:20,I-CV10-02,I-CV10-08,83,fastest
newCar,09:13,I-CV10-04,I-N340-02-AP7-02,110,shortest
newCar,14:35,I-CV10-07,I-AP7-01,90,shortest
newCar,09:07,I-N340-09,I-CV10-01,96,smartest
newCar,12:34,I-CS22-03,I-CS22-01,119,fastest
newCar,21:09,I-CV10-01,I-CV10-04,84,shortest
newCar,15:52,I-AP7-04,I-N340-02-AP7-02,110,shortest
newCar,17:46,I-AP7-03,I-CV10-09,93,fastest
newCar,17:59,I-AP7-01,I-CV10-01,97,fastest
newCar,22:49,I-CV10-03,I-CS22-01,112,fastest
newCar,17:06,I-CS22-01,I-N340-03,84,fastest
newCar,16:20,I-CV10-03,I-CS22-02,92,shortest
newCar,11:18,I-CV10-02,I-AP7-04,109,shortest
newCar,16:42,I-AP7-04,I-AP7-01,107,fastest
newCar,17:09,I-N340-04,I-AP7-03,87,shortest
newCar,16:43,I-CS22-01,I-N340-02-AP7-02,85,smartest
newCar,14:52,I-CV10-08,I-N340-06,110,shortest
newCar,19:15,I-N340-02-AP7-02,I-CV10-08,86,fastest
newCar,12:23,I-CV10-07,I-N340-02-AP7-02,82,shortest
newCar,10:07,I-N340-04,I-CS22-03,98,fastest
newCar,21:44,I-N340-06,I-CS22-02,94,shortest
newCar,12:10,I-CV10-08,I-N340-03,90,fastest
newCar,18:24,I-CS22-04,I-N340-07,97,shortest
newCar,12:13,I-CS22-04,I-CV10-10,95,smartest
newCar,08:48,I-CV10-07,I-N340-06,117,fastest
newCar,18:43,I-CV10-07,I-N340-04,101,fastest
newCar,16:12,I-CV10-06,I-CS22-03,81,fastest
newCar,11:18,I-N340-04,I-CS22-03,98,shortest
newCar,20:29,I-N340-04,I-CS22-02,108,shortest
newCar,16:38,I-CS22-01,I-N340-07,89,fastest
newCar,20:17,I-AP7-01,I-N340-07,105,fastest
newCar,18:30,I-CV10-02,I-N340-08,93,shortest
newCar,21:17,I-CV10-05,I-AP7-01,80,fastest
newCar,17:46,I-N340-09,I-AP7-03,108,smartest
newCar,19:08,I-CV10-08,I-CV10-02,95,fastest
newCar,23:15,I-AP7-01,I-CV10-08,104,shortest
newCar,23:17,I-AP7-04,I-N340-06,86,smartest
newCar,12:29,I-CV10-05,I-CV10-04,113,shortest
newCar,12:53,I-CV10-07,I-CS22-01,107,shortest
newCar,18:41,I-AP7-01,I-CV10-10,83,fastest
newCar,09:38,I-CV10-09,I-N340-06,93,shortest
newCar,21:06,I-N340-02-AP7-02,I-N340-04,96,smartest
newCar,22:03,I-AP7-04,I-N340-04,104,shortest
newCar,19:35,I-N340-01,I-CS22-03,115,fastest
newCar,09:49,I-AP7-04,I-N340-01,103,smartest
newCar,19:17,I-CV10-07,I-N340-06,103,shortest
newCar,14:42,I-N340-06,I-CV10-09,104,smartest
newCar,19:45,I-CV10-03,I-N340-02-AP7-02,105,fastest
newCar,22:00,I-N340-09,I-CS22-02,116,shortest
newCar,12:31,I-N340-01,I-CV10-01,112,smartest
newCar,13:37,I-CS22-04,I-CS22-02,104,fastest
newCar,15:55,I-N340-06,I-N340-09,109,smartest
newCar,10:10,I-CS22-04,I-CS22-01,107,shortest
newCar,10:52,I-CV10-02,I-CV10-10,114,smartest
newCar,09:08,I-CV10-04,I-CV10-09,104,smartest
newCar,13:24,I-CV10-03,I-CS22-01,98,shortest
newCar,13:31,I-N340-02-AP7-02,I-CV10-10,110,fastest
newCar,08:27,I-CS22-04,I-N340-02-AP7-02,111,fastest
newCar,08:56,I-N340-04,I-N340-03,91,shortest
newCar,11:12,I-CV10-02,I-N340-03,91,shortest
newCar,17:21,I-CV10-06,I-N340-01,89,shortest
newCar,15:30,I-N340-07,I-CV10-05,115,fastest
newCar,09:21,I-CS22-02,I-CV10-07,92,fastest
newCar,15:48,I-CS22-02,I-CV10-09,104,fastest
newCar,11:54,I-CV10-10,I-CV10-03,103,fastest
newCar,21:29,I-N340-08,I-CV10-06,107,fastest
newCar,19:23,I-CV10-02,I-CV10-08,99,shortest
newCar,15:03,I-N340-07,I-CV10-09,118,smartest
newCar,11:29,I-CV10-06,I-CS22-04,111,smartest
newCar,09:22,I-CV10-03,I-N340-03,104,fastest
newCar,13:38,I-N340-01,I-CV10-02,118,shortest
newCar,14:56,I-CV10-05,I-AP7-04,107,fastest
newCar,12:29,I-AP7-04,I-N340-08,114,fastest
newCar,12:22,I-N340-05,I-CS22-01,95,fastest
newCar,12:31,I-AP7-01,I-CV10-05,109,fastest
newCar,19:56,I-N340-07,I-CS22-03,90,smartest
newCar,15:42,I-AP7-03,I-CS22-03,99,shortest
newCar,21:04,I-N340-06,I-N340-01,119,smartest
newCar,16:33,I-CS22-04,I-N340-03,98,smartest
newCar,13:53,I-CV10-06,I-CV10-10,100,smartest
newCar,12:18,I-CV10-05,I-CS22-04,118,fastest
newCar,19:47,I-N340-04,I-N340-01,98,fastest
newCar,13:26,I-CV10-04,I-CS22-01,96,fastest
newCar,20:05,I-CV10-08,I-N340-04,92,shortest
newCar,19:25,I-N340-06,I-N340-05,99,shortest
newCar,21:27,I-CV10-04,I-N340-06,105,smartest
newCar,23:30,I-CS22-03,I-N340-03,98,fastest
newCar,23:02,I-CS22-01,I-CV10-05,98,smartest
newCar,12:52,I-AP7-01,I-CV10-04,103,shortest
newCar,22:22,I-CV10-02,I-CV10-07,106,fastest
newCar,13:46,I-AP7-01,I-CV10-01,96,shortest
newCar,08:33,I-CV10-05,I-AP7-01,88,smartest
newCar,19:55,I-AP7-04,I-N340-09,114,fastest
newCar,08:00,I-CV10-10,I-CV10-09,97,fastest
newCar,14:43,I-AP7-01,I-CV10-09,88,fastest
newCar,23:49,I-N340-05,I-CS22-02,83,shortest
newCar,12:59,I-N340-09,I-N340-04,93,smartest
newCar,08:44,I-CS22-03,I-CS22-04,108,fastest
newCar,15:15,I-CV10-08,I-AP7-03,87,fastest
newCar,08:21,I-N340-05,I-CV10-10,118,shortest
newCar,21:21,I-CV10-10,I-N340-02-AP7-02,102,shortest
newCar,16:12,I-N340-04,I-CV10-10,100,shortest
newCar,12:21,I-N340-06,I-N340-05,100,fastest
newCar,18:16,I-CV10-02,I-CV10-09,98,shortest
newCar,20:05,I-CS22-01,I-CV10-03,116,fastest
newCar,15:21,I-CS22-01,I-CV10-09,84,fastest
newCar,15:47,I-N340-04,I-CS22-02,83,fastest
newCar,23:43,I-CV10-02,I-CV10-01,117,shortest
